"";"id";"date";"store_nbr";"family";"sales";"onpromotion"
"823486";823485;"2014-04-09";15;"BEVERAGES";580;0
"825268";825267;"2014-04-10";15;"BEVERAGES";537;0
"827050";827049;"2014-04-11";15;"BEVERAGES";682;0
"828832";828831;"2014-04-12";15;"BEVERAGES";956;0
"830614";830613;"2014-04-13";15;"BEVERAGES";677;0
"832396";832395;"2014-04-14";15;"BEVERAGES";900;0
"834178";834177;"2014-04-15";15;"BEVERAGES";726;0
"835960";835959;"2014-04-16";15;"BEVERAGES";681;0
"837742";837741;"2014-04-17";15;"BEVERAGES";793;0
"839524";839523;"2014-04-18";15;"BEVERAGES";687;0
"841306";841305;"2014-04-19";15;"BEVERAGES";833;0
"843088";843087;"2014-04-20";15;"BEVERAGES";627;0
"844870";844869;"2014-04-21";15;"BEVERAGES";856;0
"846652";846651;"2014-04-22";15;"BEVERAGES";791;0
"848434";848433;"2014-04-23";15;"BEVERAGES";786;0
"850216";850215;"2014-04-24";15;"BEVERAGES";495;0
"851998";851997;"2014-04-25";15;"BEVERAGES";663;0
"853780";853779;"2014-04-26";15;"BEVERAGES";614;0
"855562";855561;"2014-04-27";15;"BEVERAGES";548;0
"857344";857343;"2014-04-28";15;"BEVERAGES";741;0
"859126";859125;"2014-04-29";15;"BEVERAGES";630;0
"860908";860907;"2014-04-30";15;"BEVERAGES";537;0
"862690";862689;"2014-05-01";15;"BEVERAGES";611;0
"864472";864471;"2014-05-02";15;"BEVERAGES";619;0
"866254";866253;"2014-05-03";15;"BEVERAGES";830;0
"868036";868035;"2014-05-04";15;"BEVERAGES";1013;0
"869818";869817;"2014-05-05";15;"BEVERAGES";984;0
"871600";871599;"2014-05-06";15;"BEVERAGES";744;0
"873382";873381;"2014-05-07";15;"BEVERAGES";629;0
"875164";875163;"2014-05-08";15;"BEVERAGES";496;0
"876946";876945;"2014-05-09";15;"BEVERAGES";530;0
"878728";878727;"2014-05-10";15;"BEVERAGES";637;0
"880510";880509;"2014-05-11";15;"BEVERAGES";613;0
"882292";882291;"2014-05-12";15;"BEVERAGES";761;0
"884074";884073;"2014-05-13";15;"BEVERAGES";701;0
"885856";885855;"2014-05-14";15;"BEVERAGES";535;0
"887638";887637;"2014-05-15";15;"BEVERAGES";792;0
"889420";889419;"2014-05-16";15;"BEVERAGES";504;0
"891202";891201;"2014-05-17";15;"BEVERAGES";933;0
"892984";892983;"2014-05-18";15;"BEVERAGES";822;0
"894766";894765;"2014-05-19";15;"BEVERAGES";553;0
"896548";896547;"2014-05-20";15;"BEVERAGES";640;0
"898330";898329;"2014-05-21";15;"BEVERAGES";612;2
"900112";900111;"2014-05-22";15;"BEVERAGES";592;0
"901894";901893;"2014-05-23";15;"BEVERAGES";473;0
"903676";903675;"2014-05-24";15;"BEVERAGES";767;2
"905458";905457;"2014-05-25";15;"BEVERAGES";703;0
"907240";907239;"2014-05-26";15;"BEVERAGES";733;0
"909022";909021;"2014-05-27";15;"BEVERAGES";531;0
"910804";910803;"2014-05-28";15;"BEVERAGES";579;1
"912586";912585;"2014-05-29";15;"BEVERAGES";524;0
"914368";914367;"2014-05-30";15;"BEVERAGES";706;0
"916150";916149;"2014-05-31";15;"BEVERAGES";694;0
"917932";917931;"2014-06-01";15;"BEVERAGES";649;0
"919714";919713;"2014-06-02";15;"BEVERAGES";690;0
"921496";921495;"2014-06-03";15;"BEVERAGES";722;0
"923278";923277;"2014-06-04";15;"BEVERAGES";518;0
"925060";925059;"2014-06-05";15;"BEVERAGES";495;0
"926842";926841;"2014-06-06";15;"BEVERAGES";296;0
"928624";928623;"2014-06-07";15;"BEVERAGES";885;1
"930406";930405;"2014-06-08";15;"BEVERAGES";706;0
"932188";932187;"2014-06-09";15;"BEVERAGES";753;0
"933970";933969;"2014-06-10";15;"BEVERAGES";708;3
"935752";935751;"2014-06-11";15;"BEVERAGES";791;0
"937534";937533;"2014-06-12";15;"BEVERAGES";750;1
"939316";939315;"2014-06-13";15;"BEVERAGES";475;0
"941098";941097;"2014-06-14";15;"BEVERAGES";1399;0
"942880";942879;"2014-06-15";15;"BEVERAGES";757;0
"944662";944661;"2014-06-16";15;"BEVERAGES";918;2
"946444";946443;"2014-06-17";15;"BEVERAGES";642;0
"948226";948225;"2014-06-18";15;"BEVERAGES";550;0
"950008";950007;"2014-06-19";15;"BEVERAGES";797;0
"951790";951789;"2014-06-20";15;"BEVERAGES";878;0
"953572";953571;"2014-06-21";15;"BEVERAGES";765;0
"955354";955353;"2014-06-22";15;"BEVERAGES";710;0
"957136";957135;"2014-06-23";15;"BEVERAGES";507;0
"958918";958917;"2014-06-24";15;"BEVERAGES";544;1
"960700";960699;"2014-06-25";15;"BEVERAGES";375;0
"962482";962481;"2014-06-26";15;"BEVERAGES";537;0
"964264";964263;"2014-06-27";15;"BEVERAGES";659;0
"966046";966045;"2014-06-28";15;"BEVERAGES";522;0
"967828";967827;"2014-06-29";15;"BEVERAGES";586;0
"969610";969609;"2014-06-30";15;"BEVERAGES";489;1
"971392";971391;"2014-07-01";15;"BEVERAGES";1380;0
"973174";973173;"2014-07-02";15;"BEVERAGES";1608;0
"974956";974955;"2014-07-03";15;"BEVERAGES";1325;1
"976738";976737;"2014-07-04";15;"BEVERAGES";1323;0
"978520";978519;"2014-07-05";15;"BEVERAGES";1463;0
"980302";980301;"2014-07-06";15;"BEVERAGES";1278;1
"982084";982083;"2014-07-07";15;"BEVERAGES";1489;0
"983866";983865;"2014-07-08";15;"BEVERAGES";1282;0
"985648";985647;"2014-07-09";15;"BEVERAGES";1056;2
"987430";987429;"2014-07-10";15;"BEVERAGES";987;0
"989212";989211;"2014-07-11";15;"BEVERAGES";1222;0
"990994";990993;"2014-07-12";15;"BEVERAGES";1111;0
"992776";992775;"2014-07-13";15;"BEVERAGES";1241;1
"994558";994557;"2014-07-14";15;"BEVERAGES";1317;1
"996340";996339;"2014-07-15";15;"BEVERAGES";1276;2
"998122";998121;"2014-07-16";15;"BEVERAGES";1083;0
"999904";999903;"2014-07-17";15;"BEVERAGES";1901;1
"1001686";1001685;"2014-07-18";15;"BEVERAGES";1095;0
"1003468";1003467;"2014-07-19";15;"BEVERAGES";1252;0
"1005250";1005249;"2014-07-20";15;"BEVERAGES";1000;0
"1007032";1007031;"2014-07-21";15;"BEVERAGES";1576;2
"1008814";1008813;"2014-07-22";15;"BEVERAGES";1371;0
"1010596";1010595;"2014-07-23";15;"BEVERAGES";1217;0
"1012378";1012377;"2014-07-24";15;"BEVERAGES";1414;0
"1014160";1014159;"2014-07-25";15;"BEVERAGES";907;1
"1015942";1015941;"2014-07-26";15;"BEVERAGES";1474;0
"1017724";1017723;"2014-07-27";15;"BEVERAGES";1151;0
"1019506";1019505;"2014-07-28";15;"BEVERAGES";1551;0
"1021288";1021287;"2014-07-29";15;"BEVERAGES";1199;0
"1023070";1023069;"2014-07-30";15;"BEVERAGES";1196;0
"1024852";1024851;"2014-07-31";15;"BEVERAGES";1333;0
"1026634";1026633;"2014-08-01";15;"BEVERAGES";1248;2
"1028416";1028415;"2014-08-02";15;"BEVERAGES";1221;0
"1030198";1030197;"2014-08-03";15;"BEVERAGES";761;0
"1031980";1031979;"2014-08-04";15;"BEVERAGES";881;0
"1033762";1033761;"2014-08-05";15;"BEVERAGES";543;0
"1035544";1035543;"2014-08-06";15;"BEVERAGES";464;0
"1037326";1037325;"2014-08-07";15;"BEVERAGES";673;1
"1039108";1039107;"2014-08-08";15;"BEVERAGES";549;0
"1040890";1040889;"2014-08-09";15;"BEVERAGES";689;0
"1042672";1042671;"2014-08-10";15;"BEVERAGES";545;0
"1044454";1044453;"2014-08-11";15;"BEVERAGES";581;0
"1046236";1046235;"2014-08-12";15;"BEVERAGES";612;0
"1048018";1048017;"2014-08-13";15;"BEVERAGES";661;0
"1049800";1049799;"2014-08-14";15;"BEVERAGES";629;0
"1051582";1051581;"2014-08-15";15;"BEVERAGES";717;1
"1053364";1053363;"2014-08-16";15;"BEVERAGES";821;0
"1055146";1055145;"2014-08-17";15;"BEVERAGES";665;0
"1056928";1056927;"2014-08-18";15;"BEVERAGES";555;0
"1058710";1058709;"2014-08-19";15;"BEVERAGES";692;1
"1060492";1060491;"2014-08-20";15;"BEVERAGES";613;0
"1062274";1062273;"2014-08-21";15;"BEVERAGES";1086;0
"1064056";1064055;"2014-08-22";15;"BEVERAGES";724;0
"1065838";1065837;"2014-08-23";15;"BEVERAGES";677;0
"1067620";1067619;"2014-08-24";15;"BEVERAGES";1065;0
"1069402";1069401;"2014-08-25";15;"BEVERAGES";734;0
"1071184";1071183;"2014-08-26";15;"BEVERAGES";813;0
"1072966";1072965;"2014-08-27";15;"BEVERAGES";464;0
"1074748";1074747;"2014-08-28";15;"BEVERAGES";454;0
"1076530";1076529;"2014-08-29";15;"BEVERAGES";707;0
"1078312";1078311;"2014-08-30";15;"BEVERAGES";828;0
"1080094";1080093;"2014-08-31";15;"BEVERAGES";814;0
"1081876";1081875;"2014-09-01";15;"BEVERAGES";1638;0
"1083658";1083657;"2014-09-02";15;"BEVERAGES";1550;1
"1085440";1085439;"2014-09-03";15;"BEVERAGES";1385;0
"1087222";1087221;"2014-09-04";15;"BEVERAGES";1152;1
"1089004";1089003;"2014-09-05";15;"BEVERAGES";1273;0
"1090786";1090785;"2014-09-06";15;"BEVERAGES";1832;1
"1092568";1092567;"2014-09-07";15;"BEVERAGES";1727;0
"1094350";1094349;"2014-09-08";15;"BEVERAGES";1577;1
"1096132";1096131;"2014-09-09";15;"BEVERAGES";1499;0
"1097914";1097913;"2014-09-10";15;"BEVERAGES";1270;1
"1099696";1099695;"2014-09-11";15;"BEVERAGES";1206;0
"1101478";1101477;"2014-09-12";15;"BEVERAGES";1228;0
"1103260";1103259;"2014-09-13";15;"BEVERAGES";1553;0
"1105042";1105041;"2014-09-14";15;"BEVERAGES";1291;1
"1106824";1106823;"2014-09-15";15;"BEVERAGES";1156;0
"1108606";1108605;"2014-09-16";15;"BEVERAGES";1497;0
"1110388";1110387;"2014-09-17";15;"BEVERAGES";1312;0
"1112170";1112169;"2014-09-18";15;"BEVERAGES";1035;0
"1113952";1113951;"2014-09-19";15;"BEVERAGES";851;0
"1115734";1115733;"2014-09-20";15;"BEVERAGES";1412;0
"1117516";1117515;"2014-09-21";15;"BEVERAGES";1356;0
"1119298";1119297;"2014-09-22";15;"BEVERAGES";1548;1
"1121080";1121079;"2014-09-23";15;"BEVERAGES";1493;1
"1122862";1122861;"2014-09-24";15;"BEVERAGES";1102;0
"1124644";1124643;"2014-09-25";15;"BEVERAGES";1230;0
"1126426";1126425;"2014-09-26";15;"BEVERAGES";1346;2
"1128208";1128207;"2014-09-27";15;"BEVERAGES";1385;0
"1129990";1129989;"2014-09-28";15;"BEVERAGES";1350;0
"1131772";1131771;"2014-09-29";15;"BEVERAGES";1902;0
"1133554";1133553;"2014-09-30";15;"BEVERAGES";1311;2
"1135336";1135335;"2014-10-01";15;"BEVERAGES";1498;1
"1137118";1137117;"2014-10-02";15;"BEVERAGES";1286;1
"1138900";1138899;"2014-10-03";15;"BEVERAGES";1367;2
"1140682";1140681;"2014-10-04";15;"BEVERAGES";1550;0
"1142464";1142463;"2014-10-05";15;"BEVERAGES";1896;0
"1144246";1144245;"2014-10-06";15;"BEVERAGES";1704;0
"1146028";1146027;"2014-10-07";15;"BEVERAGES";1419;2
"1147810";1147809;"2014-10-08";15;"BEVERAGES";1466;0
"1149592";1149591;"2014-10-09";15;"BEVERAGES";1010;1
"1151374";1151373;"2014-10-10";15;"BEVERAGES";1138;0
"1153156";1153155;"2014-10-11";15;"BEVERAGES";1353;0
"1154938";1154937;"2014-10-12";15;"BEVERAGES";1620;1
"1156720";1156719;"2014-10-13";15;"BEVERAGES";1358;1
"1158502";1158501;"2014-10-14";15;"BEVERAGES";1161;1
"1160284";1160283;"2014-10-15";15;"BEVERAGES";1081;5
"1162066";1162065;"2014-10-16";15;"BEVERAGES";1470;0
"1163848";1163847;"2014-10-17";15;"BEVERAGES";1431;0
"1165630";1165629;"2014-10-18";15;"BEVERAGES";1524;1
"1167412";1167411;"2014-10-19";15;"BEVERAGES";1500;2
"1169194";1169193;"2014-10-20";15;"BEVERAGES";1569;1
"1170976";1170975;"2014-10-21";15;"BEVERAGES";1407;0
"1172758";1172757;"2014-10-22";15;"BEVERAGES";1114;3
"1174540";1174539;"2014-10-23";15;"BEVERAGES";1238;0
"1176322";1176321;"2014-10-24";15;"BEVERAGES";1112;0
"1178104";1178103;"2014-10-25";15;"BEVERAGES";1203;0
"1179886";1179885;"2014-10-26";15;"BEVERAGES";1345;1
"1181668";1181667;"2014-10-27";15;"BEVERAGES";1356;1
"1183450";1183449;"2014-10-28";15;"BEVERAGES";1168;0
"1185232";1185231;"2014-10-29";15;"BEVERAGES";1056;0
"1187014";1187013;"2014-10-30";15;"BEVERAGES";1189;0
"1188796";1188795;"2014-10-31";15;"BEVERAGES";1103;0
"1190578";1190577;"2014-11-01";15;"BEVERAGES";1574;0
"1192360";1192359;"2014-11-02";15;"BEVERAGES";1023;0
"1194142";1194141;"2014-11-03";15;"BEVERAGES";1719;1
"1195924";1195923;"2014-11-04";15;"BEVERAGES";1482;3
"1197706";1197705;"2014-11-05";15;"BEVERAGES";1476;1
"1199488";1199487;"2014-11-06";15;"BEVERAGES";1181;0
"1201270";1201269;"2014-11-07";15;"BEVERAGES";1382;0
"1203052";1203051;"2014-11-08";15;"BEVERAGES";1464;0
"1204834";1204833;"2014-11-09";15;"BEVERAGES";1634;0
"1206616";1206615;"2014-11-10";15;"BEVERAGES";1475;0
"1208398";1208397;"2014-11-11";15;"BEVERAGES";1239;1
"1210180";1210179;"2014-11-12";15;"BEVERAGES";1244;1
"1211962";1211961;"2014-11-13";15;"BEVERAGES";1009;0
"1213744";1213743;"2014-11-14";15;"BEVERAGES";1334;0
"1215526";1215525;"2014-11-15";15;"BEVERAGES";1541;2
"1217308";1217307;"2014-11-16";15;"BEVERAGES";1423;1
"1219090";1219089;"2014-11-17";15;"BEVERAGES";1469;0
"1220872";1220871;"2014-11-18";15;"BEVERAGES";1391;4
"1222654";1222653;"2014-11-19";15;"BEVERAGES";1034;0
"1224436";1224435;"2014-11-20";15;"BEVERAGES";1308;1
"1226218";1226217;"2014-11-21";15;"BEVERAGES";1251;0
"1228000";1227999;"2014-11-22";15;"BEVERAGES";1174;1
"1229782";1229781;"2014-11-23";15;"BEVERAGES";1382;0
"1231564";1231563;"2014-11-24";15;"BEVERAGES";1305;1
"1233346";1233345;"2014-11-25";15;"BEVERAGES";1157;0
"1235128";1235127;"2014-11-26";15;"BEVERAGES";1122;1
"1236910";1236909;"2014-11-27";15;"BEVERAGES";1154;1
"1238692";1238691;"2014-11-28";15;"BEVERAGES";1103;1
"1240474";1240473;"2014-11-29";15;"BEVERAGES";1504;0
"1242256";1242255;"2014-11-30";15;"BEVERAGES";1675;0
"1244038";1244037;"2014-12-01";15;"BEVERAGES";1681;1
"1245820";1245819;"2014-12-02";15;"BEVERAGES";1495;1
"1247602";1247601;"2014-12-03";15;"BEVERAGES";1486;4
"1249384";1249383;"2014-12-04";15;"BEVERAGES";1162;2
"1251166";1251165;"2014-12-05";15;"BEVERAGES";1130;0
"1252948";1252947;"2014-12-06";15;"BEVERAGES";1388;1
"1254730";1254729;"2014-12-07";15;"BEVERAGES";1292;0
"1256512";1256511;"2014-12-08";15;"BEVERAGES";1559;1
"1258294";1258293;"2014-12-09";15;"BEVERAGES";1466;4
"1260076";1260075;"2014-12-10";15;"BEVERAGES";1100;0
"1261858";1261857;"2014-12-11";15;"BEVERAGES";1195;0
"1263640";1263639;"2014-12-12";15;"BEVERAGES";1320;2
"1265422";1265421;"2014-12-13";15;"BEVERAGES";1526;5
"1267204";1267203;"2014-12-14";15;"BEVERAGES";1365;0
"1268986";1268985;"2014-12-15";15;"BEVERAGES";1662;2
"1270768";1270767;"2014-12-16";15;"BEVERAGES";1363;0
"1272550";1272549;"2014-12-17";15;"BEVERAGES";1875;0
"1274332";1274331;"2014-12-18";15;"BEVERAGES";1734;0
"1276114";1276113;"2014-12-19";15;"BEVERAGES";1138;0
"1277896";1277895;"2014-12-20";15;"BEVERAGES";1562;0
"1279678";1279677;"2014-12-21";15;"BEVERAGES";1476;1
"1281460";1281459;"2014-12-22";15;"BEVERAGES";1832;1
"1283242";1283241;"2014-12-23";15;"BEVERAGES";1336;2
"1285024";1285023;"2014-12-24";15;"BEVERAGES";1771;0
"1286806";1286805;"2014-12-26";15;"BEVERAGES";1647;1
"1288588";1288587;"2014-12-27";15;"BEVERAGES";1562;2
"1290370";1290369;"2014-12-28";15;"BEVERAGES";1086;4
"1292152";1292151;"2014-12-29";15;"BEVERAGES";1621;5
"1293934";1293933;"2014-12-30";15;"BEVERAGES";1436;1
"1295716";1295715;"2014-12-31";15;"BEVERAGES";1410;1
"1297498";1297497;"2015-01-01";15;"BEVERAGES";0;0
"1299280";1299279;"2015-01-02";15;"BEVERAGES";1084;1
"1301062";1301061;"2015-01-03";15;"BEVERAGES";947;0
"1302844";1302843;"2015-01-04";15;"BEVERAGES";1037;1
"1304626";1304625;"2015-01-05";15;"BEVERAGES";968;1
"1306408";1306407;"2015-01-06";15;"BEVERAGES";956;1
"1308190";1308189;"2015-01-07";15;"BEVERAGES";736;0
"1309972";1309971;"2015-01-08";15;"BEVERAGES";846;0
"1311754";1311753;"2015-01-09";15;"BEVERAGES";643;1
"1313536";1313535;"2015-01-10";15;"BEVERAGES";975;0
"1315318";1315317;"2015-01-11";15;"BEVERAGES";1125;0
"1317100";1317099;"2015-01-12";15;"BEVERAGES";877;3
"1318882";1318881;"2015-01-13";15;"BEVERAGES";947;0
"1320664";1320663;"2015-01-14";15;"BEVERAGES";641;0
"1322446";1322445;"2015-01-15";15;"BEVERAGES";725;0
"1324228";1324227;"2015-01-16";15;"BEVERAGES";873;0
"1326010";1326009;"2015-01-17";15;"BEVERAGES";1007;1
"1327792";1327791;"2015-01-18";15;"BEVERAGES";843;0
"1329574";1329573;"2015-01-19";15;"BEVERAGES";881;1
"1331356";1331355;"2015-01-20";15;"BEVERAGES";696;0
"1333138";1333137;"2015-01-21";15;"BEVERAGES";584;0
"1334920";1334919;"2015-01-22";15;"BEVERAGES";730;0
"1336702";1336701;"2015-01-23";15;"BEVERAGES";517;0
"1338484";1338483;"2015-01-24";15;"BEVERAGES";797;0
"1340266";1340265;"2015-01-25";15;"BEVERAGES";716;0
"1342048";1342047;"2015-01-26";15;"BEVERAGES";424;0
"1343830";1343829;"2015-01-27";15;"BEVERAGES";800;0
"1345612";1345611;"2015-01-28";15;"BEVERAGES";623;0
"1347394";1347393;"2015-01-29";15;"BEVERAGES";730;0
"1349176";1349175;"2015-01-30";15;"BEVERAGES";810;0
"1350958";1350957;"2015-01-31";15;"BEVERAGES";1168;1
"1352740";1352739;"2015-02-01";15;"BEVERAGES";907;0
"1354522";1354521;"2015-02-02";15;"BEVERAGES";679;1
"1356304";1356303;"2015-02-03";15;"BEVERAGES";968;1
"1358086";1358085;"2015-02-04";15;"BEVERAGES";861;1
"1359868";1359867;"2015-02-05";15;"BEVERAGES";739;1
"1361650";1361649;"2015-02-06";15;"BEVERAGES";541;0
"1363432";1363431;"2015-02-07";15;"BEVERAGES";880;0
"1365214";1365213;"2015-02-08";15;"BEVERAGES";706;0
"1366996";1366995;"2015-02-09";15;"BEVERAGES";914;0
"1368778";1368777;"2015-02-10";15;"BEVERAGES";663;0
"1370560";1370559;"2015-02-11";15;"BEVERAGES";636;1
"1372342";1372341;"2015-02-12";15;"BEVERAGES";661;0
"1374124";1374123;"2015-02-13";15;"BEVERAGES";808;0
"1375906";1375905;"2015-02-14";15;"BEVERAGES";991;0
"1377688";1377687;"2015-02-15";15;"BEVERAGES";529;0
"1379470";1379469;"2015-02-16";15;"BEVERAGES";500;0
"1381252";1381251;"2015-02-17";15;"BEVERAGES";540;1
"1383034";1383033;"2015-02-18";15;"BEVERAGES";678;0
"1384816";1384815;"2015-02-19";15;"BEVERAGES";703;0
"1386598";1386597;"2015-02-20";15;"BEVERAGES";818;0
"1388380";1388379;"2015-02-21";15;"BEVERAGES";808;0
"1390162";1390161;"2015-02-22";15;"BEVERAGES";834;0
"1391944";1391943;"2015-02-23";15;"BEVERAGES";710;0
"1393726";1393725;"2015-02-24";15;"BEVERAGES";731;0
"1395508";1395507;"2015-02-25";15;"BEVERAGES";638;0
"1397290";1397289;"2015-02-26";15;"BEVERAGES";635;1
"1399072";1399071;"2015-02-27";15;"BEVERAGES";604;0
"1400854";1400853;"2015-02-28";15;"BEVERAGES";777;1
"1402636";1402635;"2015-03-01";15;"BEVERAGES";865;0
"1404418";1404417;"2015-03-02";15;"BEVERAGES";872;1
"1406200";1406199;"2015-03-03";15;"BEVERAGES";589;0
"1407982";1407981;"2015-03-04";15;"BEVERAGES";843;0
"1409764";1409763;"2015-03-05";15;"BEVERAGES";763;0
"1411546";1411545;"2015-03-06";15;"BEVERAGES";580;0
"1413328";1413327;"2015-03-07";15;"BEVERAGES";612;0
"1415110";1415109;"2015-03-08";15;"BEVERAGES";729;0
"1416892";1416891;"2015-03-09";15;"BEVERAGES";766;0
"1418674";1418673;"2015-03-10";15;"BEVERAGES";607;0
"1420456";1420455;"2015-03-11";15;"BEVERAGES";796;0
"1422238";1422237;"2015-03-12";15;"BEVERAGES";573;0
"1424020";1424019;"2015-03-13";15;"BEVERAGES";835;0
"1425802";1425801;"2015-03-14";15;"BEVERAGES";927;2
"1427584";1427583;"2015-03-15";15;"BEVERAGES";663;1
"1429366";1429365;"2015-03-16";15;"BEVERAGES";682;0
"1431148";1431147;"2015-03-17";15;"BEVERAGES";1209;1
"1432930";1432929;"2015-03-18";15;"BEVERAGES";390;1
"1434712";1434711;"2015-03-19";15;"BEVERAGES";539;0
"1436494";1436493;"2015-03-20";15;"BEVERAGES";523;0
"1438276";1438275;"2015-03-21";15;"BEVERAGES";722;0
"1440058";1440057;"2015-03-22";15;"BEVERAGES";627;1
"1441840";1441839;"2015-03-23";15;"BEVERAGES";798;0
"1443622";1443621;"2015-03-24";15;"BEVERAGES";710;1
"1445404";1445403;"2015-03-25";15;"BEVERAGES";526;0
"1447186";1447185;"2015-03-26";15;"BEVERAGES";674;0
"1448968";1448967;"2015-03-27";15;"BEVERAGES";527;1
"1450750";1450749;"2015-03-28";15;"BEVERAGES";609;0
"1452532";1452531;"2015-03-29";15;"BEVERAGES";692;0
"1454314";1454313;"2015-03-30";15;"BEVERAGES";586;1
"1456096";1456095;"2015-03-31";15;"BEVERAGES";513;0
"1457878";1457877;"2015-04-01";15;"BEVERAGES";645;0
"1459660";1459659;"2015-04-02";15;"BEVERAGES";521;0
"1461442";1461441;"2015-04-03";15;"BEVERAGES";567;0
"1463224";1463223;"2015-04-04";15;"BEVERAGES";913;0
"1465006";1465005;"2015-04-05";15;"BEVERAGES";727;0
"1466788";1466787;"2015-04-06";15;"BEVERAGES";821;0
"1468570";1468569;"2015-04-07";15;"BEVERAGES";833;1
"1470352";1470351;"2015-04-08";15;"BEVERAGES";596;1
"1472134";1472133;"2015-04-09";15;"BEVERAGES";614;0
"1473916";1473915;"2015-04-10";15;"BEVERAGES";650;1
"1475698";1475697;"2015-04-11";15;"BEVERAGES";805;1
"1477480";1477479;"2015-04-12";15;"BEVERAGES";943;0
"1479262";1479261;"2015-04-13";15;"BEVERAGES";962;1
"1481044";1481043;"2015-04-14";15;"BEVERAGES";602;1
"1482826";1482825;"2015-04-15";15;"BEVERAGES";630;1
"1484608";1484607;"2015-04-16";15;"BEVERAGES";601;1
"1486390";1486389;"2015-04-17";15;"BEVERAGES";522;3
"1488172";1488171;"2015-04-18";15;"BEVERAGES";785;1
"1489954";1489953;"2015-04-19";15;"BEVERAGES";817;1
"1491736";1491735;"2015-04-20";15;"BEVERAGES";864;0
"1493518";1493517;"2015-04-21";15;"BEVERAGES";660;1
"1495300";1495299;"2015-04-22";15;"BEVERAGES";835;0
"1497082";1497081;"2015-04-23";15;"BEVERAGES";651;1
"1498864";1498863;"2015-04-24";15;"BEVERAGES";691;1
"1500646";1500645;"2015-04-25";15;"BEVERAGES";837;0
"1502428";1502427;"2015-04-26";15;"BEVERAGES";750;0
"1504210";1504209;"2015-04-27";15;"BEVERAGES";651;2
"1505992";1505991;"2015-04-28";15;"BEVERAGES";645;0
"1507774";1507773;"2015-04-29";15;"BEVERAGES";565;0
"1509556";1509555;"2015-04-30";15;"BEVERAGES";687;0
"1511338";1511337;"2015-05-01";15;"BEVERAGES";942;0
"1513120";1513119;"2015-05-02";15;"BEVERAGES";1055;0
"1514902";1514901;"2015-05-03";15;"BEVERAGES";792;0
"1516684";1516683;"2015-05-04";15;"BEVERAGES";873;0
"1518466";1518465;"2015-05-05";15;"BEVERAGES";1002;0
"1520248";1520247;"2015-05-06";15;"BEVERAGES";649;0
"1522030";1522029;"2015-05-07";15;"BEVERAGES";658;0
"1523812";1523811;"2015-05-08";15;"BEVERAGES";819;0
"1525594";1525593;"2015-05-09";15;"BEVERAGES";834;1
"1527376";1527375;"2015-05-10";15;"BEVERAGES";896;0
"1529158";1529157;"2015-05-11";15;"BEVERAGES";1355;0
"1530940";1530939;"2015-05-12";15;"BEVERAGES";973;0
"1532722";1532721;"2015-05-13";15;"BEVERAGES";715;0
"1534504";1534503;"2015-05-14";15;"BEVERAGES";1037;0
"1536286";1536285;"2015-05-15";15;"BEVERAGES";896;1
"1538068";1538067;"2015-05-16";15;"BEVERAGES";1109;0
"1539850";1539849;"2015-05-17";15;"BEVERAGES";1132;0
"1541632";1541631;"2015-05-18";15;"BEVERAGES";1081;1
"1543414";1543413;"2015-05-19";15;"BEVERAGES";1095;0
"1545196";1545195;"2015-05-20";15;"BEVERAGES";1215;4
"1546978";1546977;"2015-05-21";15;"BEVERAGES";1143;0
"1548760";1548759;"2015-05-22";15;"BEVERAGES";1140;3
"1550542";1550541;"2015-05-23";15;"BEVERAGES";914;0
"1552324";1552323;"2015-05-24";15;"BEVERAGES";1065;1
"1554106";1554105;"2015-05-25";15;"BEVERAGES";1712;1
"1555888";1555887;"2015-05-26";15;"BEVERAGES";1393;0
"1557670";1557669;"2015-05-27";15;"BEVERAGES";1413;1
"1559452";1559451;"2015-05-28";15;"BEVERAGES";1384;0
"1561234";1561233;"2015-05-29";15;"BEVERAGES";2337;0
"1563016";1563015;"2015-05-30";15;"BEVERAGES";1932;2
"1564798";1564797;"2015-05-31";15;"BEVERAGES";1962;0
"1566580";1566579;"2015-06-01";15;"BEVERAGES";1965;1
"1568362";1568361;"2015-06-02";15;"BEVERAGES";1808;0
"1570144";1570143;"2015-06-03";15;"BEVERAGES";1416;5
"1571926";1571925;"2015-06-04";15;"BEVERAGES";1493;0
"1573708";1573707;"2015-06-05";15;"BEVERAGES";1386;0
"1575490";1575489;"2015-06-06";15;"BEVERAGES";1436;0
"1577272";1577271;"2015-06-07";15;"BEVERAGES";1802;0
"1579054";1579053;"2015-06-08";15;"BEVERAGES";1607;1
"1580836";1580835;"2015-06-09";15;"BEVERAGES";1557;0
"1582618";1582617;"2015-06-10";15;"BEVERAGES";1253;1
"1584400";1584399;"2015-06-11";15;"BEVERAGES";1357;0
"1586182";1586181;"2015-06-12";15;"BEVERAGES";1469;0
"1587964";1587963;"2015-06-13";15;"BEVERAGES";1521;0
"1589746";1589745;"2015-06-14";15;"BEVERAGES";1586;1
"1591528";1591527;"2015-06-15";15;"BEVERAGES";1567;0
"1593310";1593309;"2015-06-16";15;"BEVERAGES";1466;0
"1595092";1595091;"2015-06-17";15;"BEVERAGES";1481;28
"1596874";1596873;"2015-06-18";15;"BEVERAGES";1495;0
"1598656";1598655;"2015-06-19";15;"BEVERAGES";1412;0
